Latitude,Longitude,Year,Month,Day,Season,Line,Station,Anomaly,occurrence,mhw_onset,mhw_end,mhw_dur,int_max,int_mean,int_var,int_cum,mhw_long,mhw_lat,datetime,anoSST,rlduration
33.15,-123.22099,2016,4,14,1,80,90,-0.162152611930249,1,20160404,20160424,21,3.010863569,1.900441621,0.539903865,39.90927403,-123.125,33.125,14-Apr-2016,2.26848220951727,11
35.47714,-121.60901,2016,4,17,1,73.3,55,0.045357988786292,1,20160417,20160424,8,2.664181759,2.018111575,0.50313642,16.1448926,-121.625,35.375,17-Apr-2016,1.90108882366812,1
35.31047,-121.96154,2016,4,17,1,73.3,60,0.497766335173884,1,20160417,20160422,6,2.32640464,1.930805064,0.370304191,11.58483039,-121.875,35.375,17-Apr-2016,1.59007105175848,1
34.97714,-122.6644,2016,4,17,1,73.3,70,0.492996327381452,1,20160409,20160423,15,2.716834983,1.674809298,0.570956391,25.12213947,-122.625,34.875,17-Apr-2016,1.86491345038876,9
34.64381,-123.36439,2016,4,17,1,73.3,80,0.603484365340391,1,20160404,20160425,22,2.981354772,1.810292515,0.529268215,39.82643533,-123.375,34.625,17-Apr-2016,2.44916053941427,14
34.88205,-124.48047,2016,4,18,1,70,90,-0.311433725385554,1,20160403,20160425,23,2.548604782,1.69953426,0.401870014,39.08928798,-124.375,34.875,18-Apr-2016,2.77145252890536,16
35.21538,-123.77843,2016,4,18,1,70,80,-0.763532777002464,1,20160404,20160425,22,3.034071047,1.95689855,0.541284316,43.0517681,-123.875,35.125,18-Apr-2016,3.04401416559178,15
35.54872,-123.07348,2016,4,18,1,70,70,-0.428486433583082,1,20160404,20160425,22,2.955761664,1.845984696,0.483751695,40.61166332,-123.125,35.625,18-Apr-2016,2.46912083372604,15
35.88205,-122.36556,2016,4,18,1,70,60,0.11640398216363,1,20160417,20160422,6,2.720079118,2.246465981,0.252006106,13.47879589,-122.375,35.875,18-Apr-2016,3.07785459983264,2
36.04872,-122.01048,2016,4,18,1,70,55,0.174142284162774,1,20160417,20160422,6,2.729232344,2.135588662,0.326406393,12.81353197,-122.125,36.125,18-Apr-2016,2.89872072949025,2
36.18205,-121.72586,2016,4,19,1,70,51,0.272349953676382,1,20160417,20160423,7,2.980326913,2.359830592,0.413814829,16.51881415,-121.625,36.125,19-Apr-2016,2.13157996481515,3
36.78696,-122.05633,2016,4,19,1,66.7,50,0.097374425944909,1,20160418,20160422,5,1.793444241,1.584208029,0.182330113,7.921040146,-122.125,36.875,19-Apr-2016,1.31417351198973,2
36.62029,-122.41482,2016,4,19,1,66.7,55,0.126632012691026,1,20160417,20160423,7,2.006593064,1.742181465,0.257181898,12.19527026,-122.375,36.625,19-Apr-2016,1.75106743226645,3
36.45363,-122.77254,2016,4,19,1,66.7,60,0.27570015974771,1,20160402,20160425,24,2.446315195,1.72841507,0.386802937,41.48196168,-122.875,36.375,19-Apr-2016,2.05026466162001,18
36.12029,-123.48565,2016,4,19,1,66.7,70,0.274143172430857,1,20160402,20160425,24,3.131524857,1.935211589,0.447309583,46.44507814,-123.375,36.125,19-Apr-2016,2.1325484730392,18
35.78696,-124.19571,2016,4,20,1,66.7,80,0.12732465000951,1,20160402,20160425,24,2.563994811,1.734830484,0.400321757,41.63593162,-124.125,35.875,20-Apr-2016,2.62208660481828,19
35.45363,-124.90278,2016,4,20,1,66.7,90,0.0942555006692063,1,20160412,20160424,13,2.465582056,1.71468584,0.347807843,22.29091592,-124.875,35.375,20-Apr-2016,1.77333179744611,9
36.04252,-125.34152,2016,4,20,1,63.3,90,-0.299047680572432,1,20160403,20160426,24,2.534595251,1.657519116,0.283324398,39.78045879,-125.375,36.125,20-Apr-2016,1.75924925626028,18
36.37586,-124.62912,2016,4,20,1,63.3,80,-0.0872692182462533,1,20160405,20160424,20,2.430862849,1.73594274,0.320634581,34.7188548,-124.625,36.375,20-Apr-2016,2.23777198738112,16
37.04252,-123.19502,2016,4,21,1,63.3,60,0.208567825816123,1,20160417,20160422,6,2.605526335,2.290380447,0.243947526,13.74228268,-123.125,37.125,21-Apr-2016,2.29868455136553,5
37.20919,-122.83452,2016,4,21,1,63.3,55,0.246420431740131,1,20160417,20160422,6,2.560848183,2.270177613,0.24113762,13.62106568,-122.875,37.125,21-Apr-2016,2.28608810324505,5
37.30919,-122.61783,2016,4,21,1,63.3,52,0.104964106052628,1,20160417,20160422,6,2.4345476,2.231823264,0.148591706,13.39093958,-122.625,37.375,21-Apr-2016,2.26750359067531,5
36.70919,-123.91364,2017,4,18,1,63.3,70,0.434329886905665,1,20170417,20170422,6,1.395989705,1.331365195,0.042101944,7.98819117,-123.875,36.625,18-Apr-2017,1.41639823844208,2
36.04252,-125.34152,2017,4,18,1,63.3,90,0.237195026265887,1,20170417,20170423,7,1.764595268,1.556878369,0.181805235,10.89814858,-125.375,36.125,18-Apr-2017,1.94526194016286,2
32.08462,-120.63872,2018,2,3,4,90,70,-0.0710228597545877,1,20180203,20180210,8,1.527041022,1.396207735,0.104008513,11.16966188,-120.625,32.125,03-Feb-2018,1.37780701434872,1
34.72158,-121.54828,2018,2,9,4,76.7,60,-0.0546870137864848,1,20180204,20180209,6,1.537777092,1.305419941,0.148041993,7.832519643,-121.625,34.625,09-Feb-2018,1.39371447741111,6
31.91176,-124.1704,2018,4,15,1,83.3,110,-0.152401096863093,1,20180408,20180415,8,1.562263162,1.292855176,0.170419579,10.34284141,-124.125,31.875,15-Apr-2018,1.43058870916141,8
30.41795,-123.99893,2018,4,8,1,90,120,-0.334187183174365,1,20180406,20180410,5,1.345118738,1.217442495,0.086783745,6.087212474,-123.875,30.375,08-Apr-2018,1.6028716040832,3
